#for version 3.0.9.9551
#id		name					type	format
#types:
#1 - uint32
#2 - uint16 (x2), unsure
#3 - float
#4 - uint64 (2 parts)
#5 - bytes

: ends
6
64
138
154
1700
24
16
40

: item Item Fields
0000	OBJECT_FIELD_GUID_LOW	4
0001	OBJECT_FIELD_GUID_HIGH	4
0002	OBJECT_FIELD_TYPE	1
0003	OBJECT_FIELD_ENTRY	1
0004	OBJECT_FIELD_SCALE_X	3
0005	OBJECT_FIELD_PADDING	1
0006	ITEM_FIELD_OWNER_LOW	4
0007	ITEM_FIELD_OWNER_HIGH	4
0008	ITEM_FIELD_CONTAINED_LOW	4
0009	ITEM_FIELD_CONTAINED_HIGH	4
0010	ITEM_FIELD_CREATOR_LOW	4
0011	ITEM_FIELD_CREATOR_HIGH	4
0012	ITEM_FIELD_GIFTCREATOR_LOW	4
0013	ITEM_FIELD_GIFTCREATOR_HIGH	4
0014	ITEM_FIELD_STACK_COUNT	1
0015	ITEM_FIELD_DURATION	1
0016	ITEM_FIELD_SPELL_CHARGES1	1
0017	ITEM_FIELD_SPELL_CHARGES2	1
0018	ITEM_FIELD_SPELL_CHARGES3	1
0019	ITEM_FIELD_SPELL_CHARGES4	1
0020	ITEM_FIELD_SPELL_CHARGES5	1
0021	ITEM_FIELD_FLAGS	1
0022	ITEM_FIELD_ENCHANTMENT_1_1	1
0023	ITEM_FIELD_ENCHANTMENT_1_2	1
0024	ITEM_FIELD_ENCHANTMENT_1_3	2
0025	ITEM_FIELD_ENCHANTMENT_2_1	1
0026	ITEM_FIELD_ENCHANTMENT_2_2	1
0027	ITEM_FIELD_ENCHANTMENT_2_3	2
0028	ITEM_FIELD_ENCHANTMENT_3_1	1
0029	ITEM_FIELD_ENCHANTMENT_3_2	1
0030	ITEM_FIELD_ENCHANTMENT_3_3	2
0031	ITEM_FIELD_ENCHANTMENT_4_1	1
0032	ITEM_FIELD_ENCHANTMENT_4_2	1
0033	ITEM_FIELD_ENCHANTMENT_4_3	2
0034	ITEM_FIELD_ENCHANTMENT_5_1	1
0035	ITEM_FIELD_ENCHANTMENT_5_2	1
0036	ITEM_FIELD_ENCHANTMENT_5_3	2
0037	ITEM_FIELD_ENCHANTMENT_6_1	1
0038	ITEM_FIELD_ENCHANTMENT_6_2	1
0039	ITEM_FIELD_ENCHANTMENT_6_3	2
0040	ITEM_FIELD_ENCHANTMENT_7_1	1
0041	ITEM_FIELD_ENCHANTMENT_7_2	1
0042	ITEM_FIELD_ENCHANTMENT_7_3	2
0043	ITEM_FIELD_ENCHANTMENT_8_1	1
0044	ITEM_FIELD_ENCHANTMENT_8_2	1
0045	ITEM_FIELD_ENCHANTMENT_8_3	2
0046	ITEM_FIELD_ENCHANTMENT_9_1	1
0047	ITEM_FIELD_ENCHANTMENT_9_2	1
0048	ITEM_FIELD_ENCHANTMENT_9_3	2
0049	ITEM_FIELD_ENCHANTMENT_10_1	1
0050	ITEM_FIELD_ENCHANTMENT_10_2	1
0051	ITEM_FIELD_ENCHANTMENT_10_3	2
0052	ITEM_FIELD_ENCHANTMENT_11_1	1
0053	ITEM_FIELD_ENCHANTMENT_11_2	1
0054	ITEM_FIELD_ENCHANTMENT_11_3	2
0055	ITEM_FIELD_ENCHANTMENT_12_1	1
0056	ITEM_FIELD_ENCHANTMENT_12_2	1
0057	ITEM_FIELD_ENCHANTMENT_12_3	2
0058	ITEM_FIELD_PROPERTY_SEED	1
0059	ITEM_FIELD_RANDOM_PROPERTIES_ID	1
0060	ITEM_FIELD_ITEM_TEXT_ID	1
0061	ITEM_FIELD_DURABILITY	1
0062	ITEM_FIELD_MAXDURABILITY	1
0063	ITEM_FIELD_PAD	1
0064	CONTAINER_FIELD_NUM_SLOTS	1
0065	CONTAINER_ALIGN_PAD	5
0066	CONTAINER_FIELD_SLOT_1_LOW	4
0067	CONTAINER_FIELD_SLOT_1_HIGH	4
0068	CONTAINER_FIELD_SLOT_2_LOW	4
0069	CONTAINER_FIELD_SLOT_2_HIGH	4
0070	CONTAINER_FIELD_SLOT_3_LOW	4
0071	CONTAINER_FIELD_SLOT_3_HIGH	4
0072	CONTAINER_FIELD_SLOT_4_LOW	4
0073	CONTAINER_FIELD_SLOT_4_HIGH	4
0074	CONTAINER_FIELD_SLOT_5_LOW	4
0075	CONTAINER_FIELD_SLOT_5_HIGH	4
0076	CONTAINER_FIELD_SLOT_6_LOW	4
0077	CONTAINER_FIELD_SLOT_6_HIGH	4
0078	CONTAINER_FIELD_SLOT_7_LOW	4
0079	CONTAINER_FIELD_SLOT_7_HIGH	4
0080	CONTAINER_FIELD_SLOT_8_LOW	4
0081	CONTAINER_FIELD_SLOT_8_HIGH	4
0082	CONTAINER_FIELD_SLOT_9_LOW	4
0083	CONTAINER_FIELD_SLOT_9_HIGH	4
0084	CONTAINER_FIELD_SLOT_10_LOW	4
0085	CONTAINER_FIELD_SLOT_10_HIGH	4
0086	CONTAINER_FIELD_SLOT_11_LOW	4
0087	CONTAINER_FIELD_SLOT_11_HIGH	4
0088	CONTAINER_FIELD_SLOT_12_LOW	4
0089	CONTAINER_FIELD_SLOT_12_HIGH	4
0090	CONTAINER_FIELD_SLOT_13_LOW	4
0091	CONTAINER_FIELD_SLOT_13_HIGH	4
0092	CONTAINER_FIELD_SLOT_14_LOW	4
0093	CONTAINER_FIELD_SLOT_14_HIGH	4
0094	CONTAINER_FIELD_SLOT_15_LOW	4
0095	CONTAINER_FIELD_SLOT_15_HIGH	4
0096	CONTAINER_FIELD_SLOT_16_LOW	4
0097	CONTAINER_FIELD_SLOT_16_HIGH	4
0098	CONTAINER_FIELD_SLOT_17_LOW	4
0099	CONTAINER_FIELD_SLOT_17_HIGH	4
0100	CONTAINER_FIELD_SLOT_18_LOW	4
0101	CONTAINER_FIELD_SLOT_18_HIGH	4
0102	CONTAINER_FIELD_SLOT_19_LOW	4
0103	CONTAINER_FIELD_SLOT_19_HIGH	4
0104	CONTAINER_FIELD_SLOT_20_LOW	4
0105	CONTAINER_FIELD_SLOT_20_HIGH	4
0106	CONTAINER_FIELD_SLOT_21_LOW	4
0107	CONTAINER_FIELD_SLOT_21_HIGH	4
0108	CONTAINER_FIELD_SLOT_22_LOW	4
0109	CONTAINER_FIELD_SLOT_22_HIGH	4
0110	CONTAINER_FIELD_SLOT_23_LOW	4
0111	CONTAINER_FIELD_SLOT_23_HIGH	4
0112	CONTAINER_FIELD_SLOT_24_LOW	4
0113	CONTAINER_FIELD_SLOT_24_HIGH	4
0114	CONTAINER_FIELD_SLOT_25_LOW	4
0115	CONTAINER_FIELD_SLOT_25_HIGH	4
0116	CONTAINER_FIELD_SLOT_26_LOW	4
0117	CONTAINER_FIELD_SLOT_26_HIGH	4
0118	CONTAINER_FIELD_SLOT_27_LOW	4
0119	CONTAINER_FIELD_SLOT_27_HIGH	4
0120	CONTAINER_FIELD_SLOT_28_LOW	4
0121	CONTAINER_FIELD_SLOT_28_HIGH	4
0122	CONTAINER_FIELD_SLOT_29_LOW	4
0123	CONTAINER_FIELD_SLOT_29_HIGH	4
0124	CONTAINER_FIELD_SLOT_30_LOW	4
0125	CONTAINER_FIELD_SLOT_30_HIGH	4
